time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-07 00:00:00+00:00,1,1,4,2
2026-03-08 00:00:00+00:00,0,0,4,2
2026-03-09 00:00:00+00:00,1,1,0,0
2026-03-10 00:00:00+00:00,0,0,0,0
2026-03-11 00:00:00+00:00,39,15,0,0
2026-03-12 00:00:00+00:00,12,9,0,0
2026-03-13 00:00:00+00:00,7,6,1,1
2026-03-14 00:00:00+00:00,1,1,3,1
2026-03-15 00:00:00+00:00,6,5,0,0
2026-03-16 00:00:00+00:00,3,3,10,7
2026-03-17 00:00:00+00:00,8,5,7,7
2026-03-18 00:00:00+00:00,8,5,11,3
2026-03-19 00:00:00+00:00,129,23,45,6
2026-03-20 00:00:00+00:00,74,19,5,5
